0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,23,22,23,24,25,26,27,28
性別,球員,#,聯盟,球隊,連結,現役,身份,新秀,聯盟身份,位置,身高,體重,生日,學歷,入隊方式,前球隊,class,合約,,剩餘年限,備注,連結,,自由球員,GP,PPG,RPG,APG
men,周士淵,15,SBL,yulon,https://sleague.tw/player/oldRoster/93,active,local,,本土,-,190,-,1983/11/16,北市大學,加盟: 2022-23賽季,,,2022-23,,,,,,,,,,
men,林義恩,17,SBL,yulon,https://sleague.tw/player/oldRoster/646,active,local,2020Rookie,本土,-,185,-,1996/06/08,文化大學,加盟: 2022-23賽季,,,2022-23,,,,,,,,,,
men,高承恩,22,SBL,yulon,https://sleague.tw/player/oldRoster/7021,active,local,2022Rookie,本土,-,175,-,1999/12/23,健行科大,租借 from 獵鷹: 2024/01/04,,,,租借,,與T1獵鷹租借球員,租借,https://tw.sports.yahoo.com/news/sbl%E8%A3%95%E9%9A%86%E7%B0%BD%E8%B3%AD%E6%A1%88%E6%88%B0%E5%8A%9B%E5%A4%A7%E5%82%B7-t1%E7%8D%B5%E9%B7%B9%E6%9A%96%E5%BF%83%E4%BA%A4%E6%B5%81%E9%80%81%E5%87%BA4%E5%90%8D%E7%90%83%E5%93%A1-073018186.html,,,,,
men,伊波卡,24,SBL,yulon,https://sleague.tw/player/oldRoster/7026,active,uba_import,2022Rookie,外籍生,-,195,-,2000/06/29,世新大學,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,黃宗翰,31,SBL,yulon,https://sleague.tw/player/oldRoster/5934,active,local,2021Rookie,本土,-,195,-,1996/10/10,臺灣師大,加盟: 2022-23賽季,,,2022-23,,,,,,,,,,
men,林明毅,76,SBL,yulon,https://sleague.tw/player/oldRoster/5618,active,local,,本土,-,175,-,1996/03/27,明道大學,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,郭昭男,93,SBL,yulon,https://sleague.tw/player/oldRoster/272,active,local,,本土,-,192,-,1992/11/06,高雄師大,加盟: 2019-20賽季,,,,未知,,,,,,,,,
men,陳昭群,5,SBL,bll,https://sleague.tw/player/oldRoster/6995,active,local,2023Rookie,本土,F,193,-,2000/11/10,臺灣科大,2023 SBL 選秀 - #10 順位,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,廖景泰,6,SBL,bll,https://sleague.tw/player/oldRoster/6996,active,local,2023Rookie,本土,C,198,-,1999/11/12,高雄師大,2023 SBL 選秀 - #9 順位,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,江尚謙,7,SBL,bll,https://sleague.tw/player/oldRoster/5930,active,local,2022Rookie,本土,G,181,-,1999/10/23,亞洲大學,2022 SBL 選秀 - #1 順位,,2022Draft,2022-23,22' 新秀合約,,,,,,,,,
men,林梓峰,11,SBL,bll,https://sleague.tw/player/oldRoster/6997,active,local,2021Rookie,本土,G,185,-,1998/10/30,健行科大,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,謝承諳,12,SBL,bll,https://sleague.tw/player/oldRoster/6998,active,local,2023Rookie,本土,F,191,-,2000/11/24,國立體大,2023 SBL 選秀 - #5 順位,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,黃建智,13,SBL,bll,https://sleague.tw/player/oldRoster/624,active,local,2022Rookie,本土,F,193,-,1998/09/08,臺灣師大,2022 SBL 選秀 - #11 順位,,2022Draft,2022-23,22' 新秀合約,,,,,,,,,
men,楊天佑,19,SBL,bll,https://sleague.tw/player/oldRoster/334,active,local,,本土,G,170,-,1993/09/24,康寧大學,加盟: 2024/08/01,beer,,2024-25,,,,,,完成簽約,28,10.0,1.6,3.5
men,蘇格爾,22,SBL,bll,https://sleague.tw/player/oldRoster/6999,active,uba_import,2023Rookie,外籍生,C,200,-,1999/07/02,中信學院,2023 SBL 選秀 - #1 順位,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,蔡紘揚,24,SBL,bll,https://sleague.tw/player/oldRoster/7000,active,local,2023Rookie,本土,G,181,-,2000/09/13,輔仁大學,2023 SBL 選秀 - #8 順位,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,徐仕宏,77,SBL,bll,https://sleague.tw/player/oldRoster/7002,active,local,2023Rookie,本土,F,188,-,1998/03/23,HBL 來義高中,2023 SBL 選秀 - #11 順位,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,張文平,10,PLG,fa,https://pleagueofficial.com/player/239,active,taiwanese,,華裔,F,195,85,1993/07/14,NCCAA Emmanuel,交易 from 國王: 2022/08/08,braves,,,,,,,,-,20,2.7,0.7,0.8
men,陳昱翰,8,PLG,fa,https://pleagueofficial.com/player/409,active,local,,本土,G,187,85,1993/12/14,義守大學,加盟: 2023-24賽季,pilots,,,,,,,,約滿合意不續約,3,1.3,0.3,0.3
men,李學林,9,PLG,fa,https://pleagueofficial.com/player/406,active,local,,本土,G,176,75,1984/01/31,北市大學,加盟: 2023-24賽季,pilots,,,,,,,,-,15,0.9,1.0,0.7
men,張鎮衙,27,PLG,fa,https://pleagueofficial.com/player/297,active,local,2022Rookie,本土,F,195,90,1999/10/13,政治大學,2022 PLG 選秀 - #1 順位,pilots,,,,,,,,約滿合意不續約,36,5.1,1.6,0.9
men,盧哲毅,15,PLG,fa,https://pleagueofficial.com/player/83,active,local,2020Rookie,本土,G,187,82,1993/07/15,義守大學,加盟: 2021-22賽季,steelers,,,,,,,,-,26,1.2,1.0,0.4
men,張伯維,77,PLG,fa,https://pleagueofficial.com/player/45,active,local,,本土,F,190,92,1990/07/22,臺灣藝大,加盟: 2021-22賽季,steelers,,,,,,,,-,39,9.1,2.0,1.0
men,林勵,5,TPBL,fa,https://taipeimars.com.tw/team/186,active,local,2023Rookie,本土,G,183,81,2001/06/20,政治大學,加盟: 2023-24賽季 (新秀),mars,,,,,,,,-,3,0.7,1.0,1.3
men,許敬恩,24,TPBL,fa,https://taipeimars.com.tw/team/189,active,local,2023Rookie,本土,G,190,90,2001/07/11,臺灣師大,加盟: 2023-24賽季 (新秀),mars,,,,,,,,-,3,0.0,0.0,0.3
men,楊敬敏,6,TPBL,fa,https://pleagueofficial.com/player/87,active,local,,本土,F,190,92,1984/01/22,北市大學,加盟: 2021-22賽季,kings,,,,,,,,-,23,13.1,4.7,3.0
men,翟振皓,49,TPBL,fa,https://pleagueofficial.com/player/381,active,local,,本土,F,194,95,1993/07/25,康寧大學,加盟: 2023-24賽季,kings,,,,,,,,-,5,0.8,1.6,0.0
men,張傑瑋,0,TPBL,fa,https://pleagueofficial.com/player/282,active,uba_import,2022Rookie,外籍生,G,184,87,1997/09/06,萬能科大,加盟: 2023-24賽季,lioneers,,,,,,,,不執行球隊選擇權,23,4.7,2.5,1.8
men,林耀宗,7,TPBL,fa,https://pleagueofficial.com/player/59,active,local,,本土,C,194,100,1990/09/07,明道大學,交易 from 領航猿: 2022/07/14,dreamers,,,,,,,,-,8,0.0,0.5,0.0
men,吳松蔚,30,TPBL,fa,https://pleagueofficial.com/player/95,active,local,,本土,G,185,85,1993/05/21,義守大學,加盟: 2017-18賽季 (新秀),dreamers,,,,,,,,球隊不續約,12,0.5,0.1,0.0
men,蔡嘉駿,14,SBL,fa,https://sleague.tw/player/oldRoster/5903,active,local,2021Rookie,本土,-,190,-,1997/12/11,北市大學,加盟: 2021-22賽季 (新秀),bank,,,,,,,,-,7,1.4,0.7,0.1
men,陳俊翰,21,SBL,fa,https://sleague.tw/player/oldRoster/635,active,local,2020Rookie,本土,-,196,-,1996/03/20,康寧大學,加盟: 2022-23賽季,bank,,,,,,,,-,2,4.0,0.5,0.5
men,蔡亞軒,59,SBL,fa,https://sleague.tw/player/oldRoster/7006,active,local,2023Rookie,本土,-,185,-,1999/10/09,虎尾科大,加盟: 2023-24賽季 (新秀),bank,,,,,,,,-,1,0.0,2.0,0.0
men,陳奕綸,3,SBL,fa,https://sleague.tw/player/oldRoster/5883,active,local,2021Rookie,本土,-,172,-,1998/09/09,國立體大,加盟: 2022-23賽季,bll,,,,,,,,-,22,2.6,1.4,2.0
men,蔣浩偉,10,SBL,fa,https://sleague.tw/player/oldRoster/5927,active,local,2022Rookie,本土,-,176,-,1998/10/28,醒吾科大,2022 SBL 選秀 - #5 順位,bll,,,,,,,,-,19,4.5,0.8,0.5
men,楊浩之,2,SBL,fa,https://sleague.tw/player/oldRoster/6993,active,taiwanese,2021Rookie,華裔,-,187,-,1995/10/20,-,加盟: 2023-24賽季,bll,,,,,,,,-,7,1.3,0.7,0.0
men,陳昶宏,4,SBL,fa,https://sleague.tw/player/oldRoster/6994,active,local,2023Rookie,本土,-,186,-,2001/05/24,陽明交通,加盟: 2023-24賽季 (新秀),bll,,,,,,,,-,5,0.4,0.8,0.2
,彭柏樺,,,,,,local,2024Rookie,本土,G,175,70,2001/05/25,臺灣師大,,,,,,,,,,,,,,
,王家昌,,,,,,local,2024Rookie,本土,F,191,91,2001/11/06,臺灣師大,,,,,,,,,,,,,,
men,辛特力,17,PLG,braves,https://pleagueofficial.com/player/51,,import,,洋將,F,198,103,1988/09/19,-,加盟: 2020-21賽季,,,,,,,,,,,,,
men,塞瑟夫,32,PLG,braves,https://pleagueofficial.com/player/54,,import,,洋將,C,211,99,1989/05/11,-,加盟: 2020-21賽季,,,,,,,,,,,,,
men,麥卡洛,5,PLG,dreamers,https://pleagueofficial.com/player/253,,import,,洋將,F,206,91,1995/02/05,-,加盟: 2022-23賽季,,,2022-23,,,,,,,,,,
men,鐵米,0,PLG,steelers,https://pleagueofficial.com/player/280,,import,,洋將,F,206,114,1996/03/05,-,加盟: 2022-23賽季,,,,,,,,,,,,,
men,艾德,1,T1,dea,https://ctbcdea.com.tw/team/118,,import,,洋將,C,207,97,1989/06/04,-,加盟: 2022-23賽季,,,,,,,,,,,,,
men,泰勒,30,PLG,braves,https://pleagueofficial.com/player/415,,import,,洋將,F,201,98,1998/02/10,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,伊貝,44,PLG,braves,https://pleagueofficial.com/player/414,,import,,洋將,C,208,114,1994/06/03,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,海登,0,PLG,kings,https://pleagueofficial.com/player/379,,import,2023Rookie,亞外,G,198,96,2000/07/04,-,加盟: 2023-24賽季 (新秀),,,,,,,,,,,,,
men,米歇爾,14,PLG,kings,https://pleagueofficial.com/player/382,,import,,洋將,C,203,107,1992/04/07,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,安尼奎,33,PLG,kings,https://pleagueofficial.com/player/398,,import,2023Rookie,洋將,F,206,100,2000/09/11,-,加盟: 2023-24賽季 (新秀),,,,,,,,,,,,,
men,路易士,35,PLG,kings,https://pleagueofficial.com/player/359,,import,,洋將,F,208,118,1989/09/21,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,密克斯,5,PLG,pilots,https://pleagueofficial.com/player/364,,import,,洋將,F,208,120,1995/02/05,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,克拉,6,PLG,lioneers,https://pleagueofficial.com/player/369,,import,,洋將,F,209,106,1988/01/17,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,狄帝,21,PLG,lioneers,https://pleagueofficial.com/player/403,,import,,洋將,C,211,108,1996/12/02,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,艾夫伯,24,PLG,lioneers,https://pleagueofficial.com/player/405,,import,,洋將,G,198,88,1984/08/22,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,霍立飛,55,PLG,lioneers,https://pleagueofficial.com/player/407,,import,,洋將,C,208,118,1992/11/18,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,德文馬布爾,4,PLG,dreamers,https://pleagueofficial.com/player/401,,import,,洋將,F,198,88,1992/09/21,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,布依德,42,PLG,dreamers,https://pleagueofficial.com/player/213,,import,,洋將,F,203,104,1990/02/02,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,卡麥龍,21,PLG,steelers,https://pleagueofficial.com/player/413,,import,,洋將,F,201,95,1991/09/16,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,銳米,23,PLG,steelers,https://pleagueofficial.com/player/408,,import,,洋將,G,193,107,1992/07/14,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,塔壁,34,PLG,steelers,https://pleagueofficial.com/player/153,,import,,洋將,C,221,118,1987/02/16,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,傑卡,27,T1,dea,https://ctbcdea.com.tw/team/197,,import,,洋將,C,210,109,1987/05/27,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,柯丹,93,T1,dea,https://ctbcdea.com.tw/team/220,,import,,洋將,F,195,88,1993/12/02,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,強森,10,T1,mars,https://taipeimars.com.tw/team/192,,import,,洋將,C,206,104,1996/08/07,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,赫里斯-傑佛森,15,T1,mars,https://taipeimars.com.tw/team/218,,import,,洋將,F,198,98,1991/06/26,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,科倫紐克,30,T1,mars,https://taipeimars.com.tw/team/215,,import,,洋將,C,210,123,1994/01/08,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,恩多,35,T1,mars,https://taipeimars.com.tw/team/208,,import,,洋將,C,211,113,1991/07/15,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,特威,13,T1,leopards,https://t-leopards.com/team/223,,import,,洋將,F,206,93,1996/10/04,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,卡森斯,15,T1,leopards,https://t-leopards.com/team/216,,import,,洋將,C,208,122,1990/08/13,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,武科維奇,17,T1,ghosthawks,https://ghosthawks.tw/team/221,,import,,洋將,F,208,100,1993/10/29,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,布拉,35,T1,ghosthawks,https://ghosthawks.tw/team/162,,import,,註銷,C,226,140,1992/12/02,-,加盟: 2022-23賽季,,,,,,,,,,,,,
men,鷹吉,55,T1,ghosthawks,https://ghosthawks.tw/team/219,,import,,洋將,C,208,108,1992/09/01,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,瓊斯,1,T1,aquas,https://ktown-aquas.com/team/166,,import,,洋將,F,211,100,1991/09/24,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,史考特,2,T1,aquas,https://ktown-aquas.com/team/222,,import,,洋將,G,187,90,1992/12/21,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,艾倫,32,T1,aquas,https://ktown-aquas.com/team/111,,import,,洋將,C,213,120,1992/09/11,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,菲爾斯,2,SBL,beer,https://sleague.tw/player/oldRoster/5954,,import,,洋將,-,204,-,1988/03/30,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,卡魯,4,SBL,bank,https://sleague.tw/player/oldRoster/7030,,import,,洋將,-,203,-,1999/04/09,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,布蘭登,1,SBL,yulon,https://sleague.tw/player/oldRoster/7028,,import,,洋將,-,205,-,1994/03/05,-,加盟: 2023-24賽季,,,,,,,,,,,,,
men,夏普,33,SBL,yulon,https://sleague.tw/player/oldRoster/301,,import,,註銷,-,204,-,1986/07/18,-,加盟: 2021-22賽季,,,,,,,,,,,,,
men,葛萊斯,40,SBL,bll,https://sleague.tw/player/oldRoster/7001,,import,,洋將,-,203,-,1994/05/07,-,加盟: 2023-24賽季,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
women,彭詩晴,23,WCBA,新疆國達氫,https://www.cba.net.cn/wcbaqyzhsj/index.jhtml?competitiOnId=56&seasOnId=1470&playerId=18845,active,local,,港澳台,G,165,63,1991/11/09,北市大學,加盟: 2023-24賽季,,,,,,,,,,,,,
women,張綺芳,31,WCBA,內蒙古農信,https://www.cba.net.cn/wcbaqyzhsj/index.jhtml?competitiOnId=56&seasOnId=1470&playerId=18905,active,local,,港澳台,G,174,67,1993/01/16,臺灣師大,加盟: 2023-24賽季,,,,,,,,,,,,,
women,陳晏宇,4,WCBA,上海浦發銀行,https://www.cba.net.cn/wcbaqyzhsj/index.jhtml?competitiOnId=56&seasOnId=1470&playerId=19052,active,local,,港澳台,G,171,64,1994/10/07,臺灣師大,加盟: 2023-24賽季,,,,,,,,,,,,,
women,林育庭,22,WCBA,東莞新彤盛,https://www.cba.net.cn/wcbaqyzhsj/index.jhtml?competitiOnId=56&seasOnId=1470&playerId=398541,active,local,,港澳台,G,178,67,1994/01/25,文化大學,加盟: 2023-24賽季,,,,,,,,,,,,,
women,黃郁婷,67,WCBA,陝西天澤,https://www.cba.net.cn/wcbaqyzhsj/index.jhtml?competitiOnId=56&seasOnId=1470&playerId=401833,active,local,,港澳台,G,165,54,1994/04/07,佛光大學,加盟: 2023-24賽季,,,,,,,,,,,,,
women,黃柔甄,4,WCBA,遼寧雙喜電器,https://www.cba.net.cn/wcbaqyzhsj/index.jhtml?competitiOnId=56&seasOnId=1470&playerId=401073,active,local,,港澳台,G,172,65,1997/06/16,文化大學,加盟: 2023-24賽季,,,,,,,,,,,,,
women,許筱彤<br>(秦安),31,韓國 WKBL,Hana 1Q,http://bnksumbasket.com/player2.php?no=31,active,local,,歸化,C,181,72,1996/03/23,韓國 水原女高,加盟: 2024/04/12,WKBL 釜山,,,,,,,,,,,,
women,謝羽姍,14,葡萄牙 PNB,Loures,https://www.instagram.com/pnbloures/,active,local,2023Rookie,-,G,161,60,2001/03/30,輔仁大學,加盟: 2023-24賽季 (新秀),,,,,,,,,,,,,
women,韓雅恩,4,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/581,active,local,,本土,-,180,-,1995/01/01,文化大學,加盟: 2016-17賽季 (新秀),,,,,,,,,,,,,
women,黃凡珊,5,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/496,active,local,,本土,-,175,-,1987/09/29,文化大學,加盟: 2019-20賽季,,,,,,,,,,,,,
women,黃鈴娟,6,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/593,active,local,,本土,-,175,-,1994/12/06,文化大學,加盟: 2018-19賽季 (新秀),,,,,,,,,,,,,
women,藍浩語,7,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/440,active,local,,本土,-,170,-,1983/08/02,文化大學,加盟: 2004-05賽季 (新秀),,,,,,,,,,,,,
women,羅蘋,8,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/595,active,local,,本土,-,168,-,1996/04/02,文化大學,加盟: 2018-19賽季 (新秀),,,,,,,,,,,,,
women,徐玉蓮,9,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/5504,active,local,2021Rookie,本土,-,176,-,1997/04/18,文化大學,保留名單: 2021-22賽季,,,,,,,,,,,,,
women,李宥叡,10,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/487,active,local,,本土,-,180,-,1986/12/23,文化大學,加盟: 2005-06賽季 (新秀),,,,,,,,,,,,,
women,鄭伊秀,11,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/578,active,local,,本土,-,178,-,1993/06/24,文化大學,加盟: 2013-14賽季 (新秀),,,,,,,,,,,,,
women,陳鈺君,13,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/489,active,local,,本土,-,178,-,1987/03/07,文化大學,加盟: 2019-20賽季,,,,,,,,,,,,,
women,陳薇安,14,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/594,active,local,,本土,-,177,-,1995/11/01,文化大學,加盟: 2018-19賽季 (新秀),,,,,,,,,,,,,
women,歐婕,15,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/582,active,local,,本土,-,181,-,1995/05/08,文化大學,加盟: 2016-17賽季 (新秀),,,,,,,,,,,,,
women,劉昕妤,16,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/649,active,local,2020Rookie,本土,-,180,-,1998/11/23,佛光大學,加盟: 2022-23賽季,,,,,,,,,,,,,
women,陳孟欣,17,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/650,active,local,2020Rookie,本土,-,164,-,1999/10/07,佛光大學,加盟: 2022-23賽季,,,,,,,,,,,,,
women,黃巧鈞,18,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/7014,active,local,2023Rookie,本土,-,172,-,2001/10/24,文化大學,保留名單: 2023-24賽季,,,,,,,,,,,,,
women,蕭豫玟,19,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/7015,active,local,2023Rookie,本土,-,185,-,2005/03/05,HBL 淡水商工,保留名單: 2023-24賽季,,,,,,,,,,,,,
women,黃沁瑜,0,WSBL,taipower,https://wsbl.meetagile.com/player/oldRoster/5943,active,local,2022Rookie,本土,-,169,-,2000/08/30,佛光大學,2022 WSBL 選秀 - #4 順位,,,,,,,,,,,,,
women,蘇苡瑈,2,WSBL,taipower,https://wsbl.meetagile.com/player/oldRoster/556,active,local,,本土,-,175,-,1992/03/19,佛光大學,加盟: 2019-20賽季,,,,,,,,,,,,,
women,吳侑萱,7,WSBL,taipower,https://wsbl.meetagile.com/player/oldRoster/5781,active,local,2023Rookie,本土,-,183,-,1997/10/09,日本 體育大學,2023 WSBL 選秀 - #1 順位,,,,,,,,,,,,,
women,廖瑋晴,10,WSBL,taipower,https://wsbl.meetagile.com/player/oldRoster/7017,active,local,2023Rookie,本土,-,180,-,2001/01/14,北市大學,保留名單: 2023-24賽季,,,,,,,,,,,,,
women,王維琳,11,WSBL,taipower,https://wsbl.meetagile.com/player/oldRoster/571,active,local,,本土,-,181,-,1993/02/01,臺灣師大,加盟: 2023-24賽季,,,,,,,,,,,,,
women,戴宜庭,13,WSBL,taipower,https://wsbl.meetagile.com/player/oldRoster/652,active,local,2020Rookie,本土,-,176,-,1995/11/12,文化大學,加盟: 2023-24賽季,,,,,,,,,,,,,
women,林釵娟,14,WSBL,taipower,https://wsbl.meetagile.com/player/oldRoster/7016,active,local,2023Rookie,本土,-,174,-,2000/01/03,臺灣師大,2023 WSBL 選秀 - #4 順位,,,,,,,,,,,,,
women,張譯文,15,WSBL,taipower,https://wsbl.meetagile.com/player/oldRoster/599,active,local,,本土,-,174,-,1996/05/16,臺灣體大,加盟: 2018-19賽季 (新秀),,,,,,,,,,,,,
women,楊芷瑜,17,WSBL,taipower,https://wsbl.meetagile.com/player/oldRoster/603,active,local,2019Rookie,本土,-,180,-,1995/12/03,佛光大學,2019 WSBL 選秀 - #1 順位,,,,,,,,,,,,,
women,李吟娸,20,WSBL,taipower,https://wsbl.meetagile.com/player/oldRoster/5951,active,local,2022Rookie,本土,-,165,-,2000/09/20,世新大學,2022 WSBL 選秀 - #2 順位,,,,,,,,,,,,,
women,劉希曄,24,WSBL,taipower,https://wsbl.meetagile.com/player/oldRoster/558,active,local,,本土,-,174,-,1991/10/10,臺灣師大,加盟: 2019-20賽季,,,,,,,,,,,,,
women,林芷安,55,WSBL,taipower,https://wsbl.meetagile.com/player/oldRoster/551,active,local,,本土,-,165,-,1991/12/27,北市大學,加盟: 2010-11賽季 (新秀),,,,,,,,,,,,,
women,羅培儀,66,WSBL,taipower,https://wsbl.meetagile.com/player/oldRoster/659,active,local,2020Rookie,本土,-,163,-,2000/03/01,世新大學,加盟: 2023-24賽季,,,,,,,,,,,,,
women,彭惠貞,77,WSBL,taipower,https://wsbl.meetagile.com/player/oldRoster/605,active,local,2019Rookie,本土,-,169,-,1996/08/20,佛光大學,2019 WSBL 選秀 - #3 順位,,,,,,,,,,,,,
women,陳怡萱,0,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/5918,active,local,2021Rookie,本土,-,175,-,1997/11/27,臺灣師大,2021 WSBL 選秀 - #2 順位,,,,,,,,,,,,,
women,潘姿吟,2,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/559,active,local,,本土,-,170,-,1992/07/23,臺灣師大,加盟: 2016-17賽季,,,,,,,,,,,,,
women,許庭瑜,3,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/5945,active,local,2022Rookie,本土,-,176,-,1997/09/12,臺灣師大,保留名單: 2022-23賽季,,,,,,,,,,,,,
women,徐詩涵,4,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/5946,active,local,2022Rookie,本土,-,164,-,2000/07/15,臺灣師大,保留名單: 2022-23賽季,,,,,,,,,,,,,
women,陳靳豫萱,6,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/6912,active,local,2023Rookie,本土,-,173,-,2000/11/19,臺灣師大,保留名單: 2023-24賽季,,,,,,,,,,,,,
women,劉惠茹,7,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/606,active,local,2019Rookie,本土,-,162,-,1996/07/25,臺灣師大,保留名單: 2019-20賽季,,,,,,,,,,,,,
women,吳明臻,9,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/5947,active,local,2022Rookie,本土,-,169,-,1999/10/24,臺灣師大,保留名單: 2022-23賽季,,,,,,,,,,,,,
women,陳芷英,11,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/7013,active,local,2023Rookie,本土,-,174,-,2002/07/30,臺灣科大,2023 WSBL 選秀 - #2 順位,,,,,,,,,,,,,
women,黃湘婷,12,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/570,active,local,,本土,-,180,-,1993/01/26,臺灣師大,加盟: 2011-12賽季 (新秀),,,,,,,,,,,,,
women,王竫婷,13,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/5948,active,local,2022Rookie,本土,-,179,-,1998/02/21,佛光大學,2022 WSBL 選秀 - #1 順位,,,,,,,,,,,,,
women,陳雅彤,23,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/5949,active,local,2022Rookie,本土,-,180,-,2000/08/31,臺灣師大,保留名單: 2022-23賽季,,,,,,,,,,,,,
women,林玉書,30,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/590,active,local,,本土,-,169,-,1996/06/30,輔仁大學,加盟: 2018-19賽季 (新秀),,,,,,,,,,,,,
women,楊婉琳,31,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/5919,active,local,2021Rookie,本土,-,167,-,1997/08/15,佛光大學,2021 WSBL 選秀 - #3 順位,,,,,,,,,,,,,
women,王游乙文,88,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/654,active,local,2020Rookie,本土,-,174,-,1996/10/16,北市大學,2020 WSBL 選秀 - #2 順位,,,,,,,,,,,,,
women,林文佑,3,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/592,active,local,,本土,-,180,-,1995/08/01,文化大學,加盟: 2018-19賽季 (新秀),,,,,,,,,,,,,
women,卓敬,6,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/591,active,local,,本土,-,172,-,1997/10/13,世新大學,加盟: 2018-19賽季 (新秀),,,,,,,,,,,,,
women,朱育勤,7,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/655,active,local,2020Rookie,本土,-,163,-,1996/04/01,北市大學,2020 WSBL 選秀 - #3 順位,,,,,,,,,,,,,
women,蔡佩真,10,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/466,active,local,,本土,-,186,-,1984/05/27,北市大學,加盟: 2004-05賽季 (新秀),,,,,,,,,,,,,
women,吳盈潔,12,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/553,active,local,,本土,-,178,-,1992/11/03,臺灣師大,加盟: 2019-20賽季,,,,,,,,,,,,,
women,黃英利,14,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/504,active,local,,本土,-,170,-,1989/02/24,文化大學,加盟: 2022-23賽季,,,,,,,,,,,,,
